random	SNP_n	Gene_n
gtex_rsid870.bed	8	22
gtex_rsid871.bed	5	6
gtex_rsid872.bed	6	7
gtex_rsid873.bed	9	17
gtex_rsid874.bed	3	5
gtex_rsid875.bed	4	7
gtex_rsid876.bed	5	11
gtex_rsid877.bed	2	2
gtex_rsid878.bed	4	4
gtex_rsid879.bed	2	5
gtex_rsid880.bed	5	8
gtex_rsid881.bed	8	9
gtex_rsid882.bed	3	3
gtex_rsid883.bed	7	9
gtex_rsid884.bed	7	13
gtex_rsid885.bed	3	4
gtex_rsid886.bed	5	16
gtex_rsid887.bed	3	7
gtex_rsid888.bed	9	15
gtex_rsid889.bed	3	3
gtex_rsid890.bed	2	2
gtex_rsid891.bed	2	2
gtex_rsid892.bed	5	14
gtex_rsid893.bed	3	5
gtex_rsid894.bed	6	11
gtex_rsid895.bed	6	14
gtex_rsid896.bed	1	1
gtex_rsid897.bed	4	9
gtex_rsid898.bed	10	10
gtex_rsid899.bed	3	10
gtex_rsid900.bed	5	7
gtex_rsid901.bed	7	12
gtex_rsid902.bed	5	11
gtex_rsid903.bed	10	21
gtex_rsid904.bed	3	4
gtex_rsid905.bed	3	12
gtex_rsid906.bed	3	3
gtex_rsid907.bed	4	7
gtex_rsid908.bed	5	9
gtex_rsid909.bed	1	8
gtex_rsid910.bed	5	9
gtex_rsid911.bed	5	17
gtex_rsid912.bed	6	16
gtex_rsid913.bed	5	8
gtex_rsid914.bed	2	4
gtex_rsid915.bed	7	11
gtex_rsid916.bed	7	9
gtex_rsid917.bed	2	6
gtex_rsid918.bed	3	6
gtex_rsid919.bed	7	13
gtex_rsid920.bed	3	4
gtex_rsid921.bed	7	7
gtex_rsid922.bed	3	6
gtex_rsid923.bed	11	22
gtex_rsid924.bed	6	12
gtex_rsid925.bed	0	0
gtex_rsid926.bed	8	13
gtex_rsid927.bed	3	7
gtex_rsid928.bed	4	8
gtex_rsid929.bed	5	9
gtex_rsid930.bed	2	2
gtex_rsid931.bed	8	15
gtex_rsid932.bed	2	2
gtex_rsid933.bed	1	1
gtex_rsid934.bed	4	4
gtex_rsid935.bed	14	30
gtex_rsid936.bed	3	4
gtex_rsid937.bed	1	1
gtex_rsid938.bed	6	6
gtex_rsid939.bed	4	4
gtex_rsid940.bed	6	13
gtex_rsid941.bed	6	11
gtex_rsid942.bed	4	7
gtex_rsid943.bed	9	15
gtex_rsid944.bed	4	6
gtex_rsid945.bed	5	10
gtex_rsid946.bed	4	6
gtex_rsid947.bed	1	1
gtex_rsid948.bed	3	7
gtex_rsid949.bed	5	7
gtex_rsid950.bed	7	15
gtex_rsid951.bed	3	9
gtex_rsid952.bed	6	9
gtex_rsid953.bed	1	6
gtex_rsid954.bed	3	10
gtex_rsid955.bed	5	5
gtex_rsid956.bed	7	18
gtex_rsid957.bed	5	15
gtex_rsid958.bed	5	8
gtex_rsid959.bed	4	9
gtex_rsid960.bed	4	6
gtex_rsid961.bed	4	19
gtex_rsid962.bed	2	15
gtex_rsid963.bed	7	16
gtex_rsid964.bed	4	13
gtex_rsid965.bed	6	6
gtex_rsid966.bed	2	3
gtex_rsid967.bed	2	5
gtex_rsid968.bed	7	14
gtex_rsid969.bed	8	10
gtex_rsid970.bed	4	7
gtex_rsid971.bed	6	10
gtex_rsid972.bed	2	2
gtex_rsid973.bed	3	4
gtex_rsid974.bed	3	5
gtex_rsid975.bed	2	3
gtex_rsid976.bed	6	11
gtex_rsid977.bed	9	17
gtex_rsid978.bed	5	13
gtex_rsid979.bed	8	17
gtex_rsid980.bed	3	4
gtex_rsid981.bed	4	6
gtex_rsid982.bed	2	10
gtex_rsid983.bed	4	12
gtex_rsid984.bed	7	15
gtex_rsid985.bed	7	8
gtex_rsid986.bed	4	11
gtex_rsid987.bed	6	9
gtex_rsid988.bed	3	5
gtex_rsid989.bed	6	39
gtex_rsid990.bed	3	8
gtex_rsid991.bed	4	16
gtex_rsid992.bed	5	17
gtex_rsid993.bed	2	2
gtex_rsid994.bed	8	16
gtex_rsid995.bed	3	6
gtex_rsid996.bed	1	4
gtex_rsid997.bed	7	8
gtex_rsid998.bed	5	15
gtex_rsid999.bed	4	12
gtex_rsid1000.bed	3	6
gtex_rsid1001.bed	5	10
gtex_rsid1002.bed	9	15
gtex_rsid1003.bed	6	13
gtex_rsid1004.bed	2	2
gtex_rsid1005.bed	5	17
gtex_rsid1006.bed	10	19
gtex_rsid1007.bed	0	0
gtex_rsid1008.bed	5	9
gtex_rsid1009.bed	5	7
gtex_rsid1010.bed	6	22
gtex_rsid1011.bed	5	8
gtex_rsid1012.bed	5	7
gtex_rsid1013.bed	3	3
gtex_rsid1014.bed	10	15
gtex_rsid1015.bed	4	14
gtex_rsid1016.bed	3	3
gtex_rsid1017.bed	7	9
gtex_rsid1018.bed	4	4
gtex_rsid1019.bed	7	23
gtex_rsid1020.bed	5	10
gtex_rsid1021.bed	7	11
gtex_rsid1022.bed	4	19
gtex_rsid1023.bed	7	18
gtex_rsid1024.bed	5	16
gtex_rsid1025.bed	2	4
gtex_rsid1026.bed	4	9
gtex_rsid1027.bed	8	13
gtex_rsid1028.bed	2	6
gtex_rsid1029.bed	2	7
gtex_rsid1030.bed	7	11
gtex_rsid1031.bed	5	13
gtex_rsid1032.bed	5	15
gtex_rsid1033.bed	7	18
gtex_rsid1034.bed	3	7
gtex_rsid1035.bed	4	5
gtex_rsid1036.bed	5	5
gtex_rsid1037.bed	4	6
gtex_rsid1038.bed	6	32
gtex_rsid1039.bed	6	19
gtex_rsid1040.bed	5	6
gtex_rsid1041.bed	3	15
gtex_rsid1042.bed	7	13
gtex_rsid1043.bed	6	13
gtex_rsid1044.bed	5	5
gtex_rsid1045.bed	5	12
gtex_rsid1046.bed	8	20
gtex_rsid1047.bed	6	10
gtex_rsid1048.bed	7	15
gtex_rsid1049.bed	3	6
gtex_rsid1050.bed	5	6
gtex_rsid1051.bed	1	1
gtex_rsid1052.bed	7	13
gtex_rsid1053.bed	5	8
gtex_rsid1054.bed	2	2
gtex_rsid1055.bed	5	13
gtex_rsid1056.bed	0	0
gtex_rsid1057.bed	10	26
gtex_rsid1058.bed	4	8
gtex_rsid1059.bed	5	5
gtex_rsid1060.bed	11	24
gtex_rsid1061.bed	4	5
gtex_rsid1062.bed	3	5
gtex_rsid1063.bed	7	14
gtex_rsid1064.bed	3	13
gtex_rsid1065.bed	4	5
gtex_rsid1066.bed	3	8
gtex_rsid1067.bed	11	40
gtex_rsid1068.bed	2	8
gtex_rsid1069.bed	5	11
gtex_rsid1070.bed	5	6
gtex_rsid1071.bed	4	7
gtex_rsid1072.bed	0	0
gtex_rsid1073.bed	2	2
gtex_rsid1074.bed	4	6
gtex_rsid1075.bed	7	9
gtex_rsid1076.bed	3	4
gtex_rsid1077.bed	7	10
gtex_rsid1078.bed	2	6
gtex_rsid1079.bed	6	13
gtex_rsid1080.bed	5	7
gtex_rsid1081.bed	5	8
gtex_rsid1082.bed	4	12
gtex_rsid1083.bed	5	6
gtex_rsid1084.bed	4	6
gtex_rsid1085.bed	4	6
gtex_rsid1086.bed	4	7
gtex_rsid1087.bed	2	2
gtex_rsid1088.bed	5	12
gtex_rsid1089.bed	3	11
gtex_rsid1090.bed	5	6
gtex_rsid1091.bed	4	17
gtex_rsid1092.bed	9	15
gtex_rsid1093.bed	8	23
gtex_rsid1094.bed	9	18
gtex_rsid1095.bed	6	13
gtex_rsid1096.bed	2	6
gtex_rsid1097.bed	8	13
gtex_rsid1098.bed	6	10
gtex_rsid1099.bed	5	10
gtex_rsid1100.bed	0	0
gtex_rsid1101.bed	4	9
gtex_rsid1102.bed	3	3
gtex_rsid1103.bed	4	9
gtex_rsid1104.bed	5	13
gtex_rsid1105.bed	6	6
gtex_rsid1106.bed	3	3
gtex_rsid1107.bed	5	5
gtex_rsid1108.bed	4	8
gtex_rsid1109.bed	2	2
gtex_rsid1110.bed	4	6
gtex_rsid1111.bed	4	7
gtex_rsid1112.bed	9	11
gtex_rsid1113.bed	3	8
gtex_rsid1114.bed	5	5
gtex_rsid1115.bed	6	12
gtex_rsid1116.bed	7	14
gtex_rsid1117.bed	5	10
gtex_rsid1118.bed	2	7
gtex_rsid1119.bed	7	18
gtex_rsid1120.bed	6	21
gtex_rsid1121.bed	4	13
gtex_rsid1122.bed	4	4
gtex_rsid1123.bed	5	9
gtex_rsid1124.bed	4	10
gtex_rsid1125.bed	5	14
gtex_rsid1126.bed	4	14
gtex_rsid1127.bed	6	11
gtex_rsid1128.bed	12	28
gtex_rsid1129.bed	2	3
gtex_rsid1130.bed	4	5
gtex_rsid1131.bed	4	20
gtex_rsid1132.bed	2	2
gtex_rsid1133.bed	5	13
gtex_rsid1134.bed	5	7
gtex_rsid1135.bed	4	6
gtex_rsid1136.bed	6	8
gtex_rsid1137.bed	6	6
gtex_rsid1138.bed	6	12
gtex_rsid1139.bed	5	5
gtex_rsid1140.bed	4	7
gtex_rsid1141.bed	5	8
gtex_rsid1142.bed	7	13
gtex_rsid1143.bed	7	7
gtex_rsid1144.bed	1	1
gtex_rsid1145.bed	3	6
gtex_rsid1146.bed	3	5
gtex_rsid1147.bed	5	14
gtex_rsid1148.bed	6	13
gtex_rsid1149.bed	7	16
gtex_rsid1150.bed	5	13
gtex_rsid1151.bed	5	7
gtex_rsid1152.bed	9	15
gtex_rsid1153.bed	3	5
gtex_rsid1154.bed	1	1
gtex_rsid1155.bed	8	12
gtex_rsid1156.bed	5	10
gtex_rsid1157.bed	3	6
gtex_rsid1158.bed	11	18
gtex_rsid1159.bed	6	29
gtex_rsid1160.bed	7	13
gtex_rsid1161.bed	5	13
gtex_rsid1162.bed	2	2
gtex_rsid1163.bed	8	15
gtex_rsid1164.bed	2	8
gtex_rsid1165.bed	5	18
gtex_rsid1166.bed	2	5
gtex_rsid1167.bed	3	6
gtex_rsid1168.bed	5	13
gtex_rsid1169.bed	3	3
gtex_rsid1170.bed	3	3
gtex_rsid1171.bed	3	4
gtex_rsid1172.bed	5	7
gtex_rsid1173.bed	6	16
gtex_rsid1174.bed	5	9
gtex_rsid1175.bed	9	12
gtex_rsid1176.bed	8	13
gtex_rsid1177.bed	7	11
gtex_rsid1178.bed	4	9
gtex_rsid1179.bed	0	0
gtex_rsid1180.bed	7	22
gtex_rsid1181.bed	7	28
gtex_rsid1182.bed	4	7
gtex_rsid1183.bed	5	17
gtex_rsid1184.bed	2	2
gtex_rsid1185.bed	2	3
gtex_rsid1186.bed	5	15
gtex_rsid1187.bed	4	4
gtex_rsid1188.bed	3	3
gtex_rsid1189.bed	6	10
gtex_rsid1190.bed	6	12
gtex_rsid1191.bed	4	12
gtex_rsid1192.bed	4	5
gtex_rsid1193.bed	5	9
gtex_rsid1194.bed	2	3
gtex_rsid1195.bed	6	7
gtex_rsid1196.bed	4	9
gtex_rsid1197.bed	2	2
gtex_rsid1198.bed	5	8
gtex_rsid1199.bed	6	14
gtex_rsid1200.bed	10	18
gtex_rsid1201.bed	5	6
gtex_rsid1202.bed	5	10
gtex_rsid1203.bed	5	9
gtex_rsid1204.bed	4	4
gtex_rsid1205.bed	4	24
gtex_rsid1206.bed	6	7
gtex_rsid1207.bed	8	9
gtex_rsid1208.bed	3	12
gtex_rsid1209.bed	11	17
gtex_rsid1210.bed	2	11
gtex_rsid1211.bed	4	8
gtex_rsid1212.bed	2	2
gtex_rsid1213.bed	3	6
gtex_rsid1214.bed	5	10
gtex_rsid1215.bed	8	12
gtex_rsid1216.bed	6	19
gtex_rsid1217.bed	5	12
gtex_rsid1218.bed	4	8
gtex_rsid1219.bed	3	8
gtex_rsid1220.bed	5	8
gtex_rsid1221.bed	6	8
gtex_rsid1222.bed	5	14
gtex_rsid1223.bed	4	8
gtex_rsid1224.bed	5	8
gtex_rsid1225.bed	6	7
gtex_rsid1226.bed	1	9
gtex_rsid1227.bed	6	11
gtex_rsid1228.bed	3	6
gtex_rsid1229.bed	7	22
gtex_rsid1230.bed	6	11
gtex_rsid1231.bed	6	12
gtex_rsid1232.bed	5	12
gtex_rsid1233.bed	6	6
gtex_rsid1234.bed	7	10
gtex_rsid1235.bed	5	10
gtex_rsid1236.bed	5	17
gtex_rsid1237.bed	6	9
gtex_rsid1238.bed	3	4
gtex_rsid1239.bed	2	4
gtex_rsid1240.bed	3	6
gtex_rsid1241.bed	7	20
gtex_rsid1242.bed	6	10
gtex_rsid1243.bed	6	28
gtex_rsid1244.bed	2	2
gtex_rsid1245.bed	5	11
gtex_rsid1246.bed	4	4
gtex_rsid1247.bed	5	16
gtex_rsid1248.bed	1	1
gtex_rsid1249.bed	6	16
gtex_rsid1250.bed	2	4
gtex_rsid1251.bed	3	3
gtex_rsid1252.bed	5	6
gtex_rsid1253.bed	4	29
gtex_rsid1254.bed	3	6
gtex_rsid1255.bed	1	1
gtex_rsid1256.bed	8	10
gtex_rsid1257.bed	7	11
gtex_rsid1258.bed	4	10
gtex_rsid1259.bed	5	7
gtex_rsid1260.bed	8	12
gtex_rsid1261.bed	2	28
gtex_rsid1262.bed	8	9
gtex_rsid1263.bed	5	8
gtex_rsid1264.bed	5	9
gtex_rsid1265.bed	2	3
gtex_rsid1266.bed	2	7
gtex_rsid1267.bed	5	7
gtex_rsid1268.bed	5	13
gtex_rsid1269.bed	5	9
gtex_rsid1270.bed	3	7
gtex_rsid1271.bed	8	18
gtex_rsid1272.bed	8	15
gtex_rsid1273.bed	1	1
gtex_rsid1274.bed	3	5
gtex_rsid1275.bed	4	12
gtex_rsid1276.bed	5	18
gtex_rsid1277.bed	6	9
gtex_rsid1278.bed	4	8
gtex_rsid1279.bed	6	7
gtex_rsid1280.bed	9	12
gtex_rsid1281.bed	5	11
gtex_rsid1282.bed	5	11
gtex_rsid1283.bed	3	4
gtex_rsid1284.bed	5	9
gtex_rsid1285.bed	4	15
gtex_rsid1286.bed	7	17
gtex_rsid1287.bed	7	13
gtex_rsid1288.bed	3	3
gtex_rsid1289.bed	4	4
gtex_rsid1290.bed	5	6
gtex_rsid1291.bed	5	13
gtex_rsid1292.bed	5	10
gtex_rsid1293.bed	8	13
gtex_rsid1294.bed	3	5
gtex_rsid1295.bed	5	8
gtex_rsid1296.bed	3	12
gtex_rsid1297.bed	8	17
gtex_rsid1298.bed	6	19
gtex_rsid1299.bed	5	5
gtex_rsid1300.bed	8	20
gtex_rsid1301.bed	6	11
gtex_rsid1302.bed	5	10
gtex_rsid1303.bed	3	7
gtex_rsid1304.bed	1	1
gtex_rsid1305.bed	3	3
gtex_rsid1306.bed	8	18
gtex_rsid1307.bed	1	6
gtex_rsid1308.bed	6	17
gtex_rsid1309.bed	7	16
gtex_rsid1310.bed	5	8
gtex_rsid1311.bed	5	7
gtex_rsid1312.bed	4	4
gtex_rsid1313.bed	4	7
gtex_rsid1314.bed	2	3
gtex_rsid1315.bed	3	4
gtex_rsid1316.bed	8	22
gtex_rsid1317.bed	5	8
gtex_rsid1318.bed	5	10
gtex_rsid1319.bed	2	2
gtex_rsid1320.bed	2	3
gtex_rsid1321.bed	7	21
gtex_rsid1322.bed	4	4
gtex_rsid1323.bed	3	5
gtex_rsid1324.bed	2	7
gtex_rsid1325.bed	1	2
gtex_rsid1326.bed	8	17
gtex_rsid1327.bed	6	14
gtex_rsid1328.bed	4	5
gtex_rsid1329.bed	2	5
gtex_rsid1330.bed	5	5
gtex_rsid1331.bed	5	13
gtex_rsid1332.bed	6	13
gtex_rsid1333.bed	6	12
gtex_rsid1334.bed	7	10
gtex_rsid1335.bed	6	8
gtex_rsid1336.bed	7	8
gtex_rsid1337.bed	4	7
gtex_rsid1338.bed	8	12
gtex_rsid1339.bed	8	12
gtex_rsid1340.bed	4	10
gtex_rsid1341.bed	5	7
gtex_rsid1342.bed	7	10
gtex_rsid1343.bed	4	10
gtex_rsid1344.bed	2	3
gtex_rsid1345.bed	3	9
gtex_rsid1346.bed	4	5
gtex_rsid1347.bed	5	10
gtex_rsid1348.bed	5	9
gtex_rsid1349.bed	5	9
gtex_rsid1350.bed	1	1
gtex_rsid1351.bed	1	1
gtex_rsid1352.bed	4	5
gtex_rsid1353.bed	4	4
gtex_rsid1354.bed	4	5
gtex_rsid1355.bed	5	25
gtex_rsid1356.bed	4	6
gtex_rsid1357.bed	5	13
gtex_rsid1358.bed	5	5
gtex_rsid1359.bed	7	8
gtex_rsid1360.bed	1	3
gtex_rsid1361.bed	4	11
gtex_rsid1362.bed	3	24
gtex_rsid1363.bed	2	3
gtex_rsid1364.bed	6	18
gtex_rsid1365.bed	3	5
gtex_rsid1366.bed	3	6
gtex_rsid1367.bed	3	4
gtex_rsid1368.bed	6	10
gtex_rsid1369.bed	4	5
gtex_rsid1370.bed	5	14
gtex_rsid1371.bed	3	4
gtex_rsid1372.bed	7	11
gtex_rsid1373.bed	5	5
gtex_rsid1374.bed	4	4
gtex_rsid1375.bed	3	10
gtex_rsid1376.bed	0	0
gtex_rsid1377.bed	6	10
gtex_rsid1378.bed	4	7
gtex_rsid1379.bed	3	23
gtex_rsid1380.bed	1	1
gtex_rsid1381.bed	5	11
gtex_rsid1382.bed	3	3
gtex_rsid1383.bed	8	13
gtex_rsid1384.bed	2	3
gtex_rsid1385.bed	2	11
gtex_rsid1386.bed	3	12
gtex_rsid1387.bed	6	31
gtex_rsid1388.bed	4	7
gtex_rsid1389.bed	6	7
gtex_rsid1390.bed	4	14
gtex_rsid1391.bed	3	6
gtex_rsid1392.bed	5	13
gtex_rsid1393.bed	2	3
gtex_rsid1394.bed	11	30
gtex_rsid1395.bed	6	6
gtex_rsid1396.bed	5	15
gtex_rsid1397.bed	6	20
gtex_rsid1398.bed	3	3
gtex_rsid1399.bed	9	14
gtex_rsid1400.bed	8	16
gtex_rsid1401.bed	9	18
gtex_rsid1402.bed	8	12
gtex_rsid1403.bed	4	7
gtex_rsid1404.bed	7	9
gtex_rsid1405.bed	4	6
gtex_rsid1406.bed	6	15
gtex_rsid1407.bed	1	2
gtex_rsid1408.bed	4	4
gtex_rsid1409.bed	4	4
gtex_rsid1410.bed	3	5
gtex_rsid1411.bed	4	14
gtex_rsid1412.bed	4	6
gtex_rsid1413.bed	6	9
gtex_rsid1414.bed	7	16
gtex_rsid1415.bed	5	9
gtex_rsid1416.bed	6	9
gtex_rsid1417.bed	3	13
gtex_rsid1418.bed	8	13
gtex_rsid1419.bed	5	19
gtex_rsid1420.bed	9	15
gtex_rsid1421.bed	2	3
gtex_rsid1422.bed	5	14
gtex_rsid1423.bed	4	15
gtex_rsid1424.bed	6	9
gtex_rsid1425.bed	4	5
gtex_rsid1426.bed	3	3
gtex_rsid1427.bed	9	13
gtex_rsid1428.bed	3	6
gtex_rsid1429.bed	3	3
gtex_rsid1430.bed	3	18
gtex_rsid1431.bed	3	5
gtex_rsid1432.bed	4	10
gtex_rsid1433.bed	4	6
gtex_rsid1434.bed	7	10
gtex_rsid1435.bed	6	11
gtex_rsid1436.bed	5	12
gtex_rsid1437.bed	2	5
gtex_rsid1438.bed	3	4
gtex_rsid1439.bed	7	22
gtex_rsid1440.bed	4	12
gtex_rsid1441.bed	4	6
gtex_rsid1442.bed	3	8
gtex_rsid1443.bed	4	4
gtex_rsid1444.bed	4	8
gtex_rsid1445.bed	5	9
gtex_rsid1446.bed	3	10
gtex_rsid1447.bed	5	9
gtex_rsid1448.bed	6	9
gtex_rsid1449.bed	5	7
gtex_rsid1450.bed	4	6
gtex_rsid1451.bed	3	11
gtex_rsid1452.bed	2	2
gtex_rsid1453.bed	5	8
gtex_rsid1454.bed	8	13
gtex_rsid1455.bed	3	7
gtex_rsid1456.bed	2	2
gtex_rsid1457.bed	3	6
gtex_rsid1458.bed	4	4
gtex_rsid1459.bed	6	15
gtex_rsid1460.bed	4	6
gtex_rsid1461.bed	2	4
gtex_rsid1462.bed	6	9
gtex_rsid1463.bed	1	1
gtex_rsid1464.bed	3	5
gtex_rsid1465.bed	7	17
gtex_rsid1466.bed	6	13
gtex_rsid1467.bed	7	10
gtex_rsid1468.bed	8	16
gtex_rsid1469.bed	1	2
gtex_rsid1470.bed	7	11
gtex_rsid1471.bed	1	2
gtex_rsid1472.bed	1	2
gtex_rsid1473.bed	7	24
gtex_rsid1474.bed	5	7
gtex_rsid1475.bed	4	19
gtex_rsid1476.bed	3	3
gtex_rsid1477.bed	2	3
gtex_rsid1478.bed	8	17
gtex_rsid1479.bed	4	9
gtex_rsid1480.bed	5	9
gtex_rsid1481.bed	3	8
gtex_rsid1482.bed	6	6
gtex_rsid1483.bed	4	5
gtex_rsid1484.bed	4	10
gtex_rsid1485.bed	5	8
gtex_rsid1486.bed	6	13
gtex_rsid1487.bed	4	12
gtex_rsid1488.bed	4	4
gtex_rsid1489.bed	6	11
gtex_rsid1490.bed	4	6
gtex_rsid1491.bed	5	8
gtex_rsid1492.bed	5	10
gtex_rsid1493.bed	7	13
gtex_rsid1494.bed	1	1
gtex_rsid1495.bed	4	11
gtex_rsid1496.bed	3	12
gtex_rsid1497.bed	6	9
gtex_rsid1498.bed	5	5
gtex_rsid1499.bed	3	4
gtex_rsid1500.bed	2	3
gtex_rsid1501.bed	5	9
gtex_rsid1502.bed	9	26
gtex_rsid1503.bed	3	10
gtex_rsid1504.bed	10	15
gtex_rsid1505.bed	7	9
gtex_rsid1506.bed	5	7
gtex_rsid1507.bed	5	7
gtex_rsid1508.bed	1	3
gtex_rsid1509.bed	6	13
gtex_rsid1510.bed	4	9
gtex_rsid1511.bed	1	1
gtex_rsid1512.bed	4	15
gtex_rsid1513.bed	7	9
gtex_rsid1514.bed	6	9
gtex_rsid1515.bed	4	7
gtex_rsid1516.bed	5	14
gtex_rsid1517.bed	6	10
gtex_rsid1518.bed	8	15
gtex_rsid1519.bed	3	7
gtex_rsid1520.bed	3	6
gtex_rsid1521.bed	4	4
gtex_rsid1522.bed	3	5
gtex_rsid1523.bed	5	20
gtex_rsid1524.bed	4	5
gtex_rsid1525.bed	4	9
gtex_rsid1526.bed	3	3
gtex_rsid1527.bed	7	15
gtex_rsid1528.bed	10	19
gtex_rsid1529.bed	7	15
gtex_rsid1530.bed	5	12
gtex_rsid1531.bed	3	5
gtex_rsid1532.bed	4	4
gtex_rsid1533.bed	5	10
gtex_rsid1534.bed	4	9
gtex_rsid1535.bed	5	12
gtex_rsid1536.bed	6	8
gtex_rsid1537.bed	5	8
gtex_rsid1538.bed	9	16
gtex_rsid1539.bed	7	13
gtex_rsid1540.bed	10	23
gtex_rsid1541.bed	3	10
gtex_rsid1542.bed	3	4
gtex_rsid1543.bed	5	6
gtex_rsid1544.bed	2	2
gtex_rsid1545.bed	2	3
gtex_rsid1546.bed	3	5
gtex_rsid1547.bed	5	7
gtex_rsid1548.bed	3	11
gtex_rsid1549.bed	2	2
gtex_rsid1550.bed	2	7
gtex_rsid1551.bed	3	7
gtex_rsid1552.bed	3	4
gtex_rsid1553.bed	4	5
gtex_rsid1554.bed	5	10
gtex_rsid1555.bed	8	16
gtex_rsid1556.bed	2	3
gtex_rsid1557.bed	7	12
gtex_rsid1558.bed	5	15
gtex_rsid1559.bed	5	13
gtex_rsid1560.bed	5	6
gtex_rsid1561.bed	6	15
gtex_rsid1562.bed	3	6
gtex_rsid1563.bed	5	8
gtex_rsid1564.bed	2	6
gtex_rsid1565.bed	3	9
gtex_rsid1566.bed	5	7
gtex_rsid1567.bed	6	21
gtex_rsid1568.bed	5	27
gtex_rsid1569.bed	2	9
gtex_rsid1570.bed	3	7
gtex_rsid1571.bed	3	3
gtex_rsid1572.bed	12	20
gtex_rsid1573.bed	8	14
gtex_rsid1574.bed	1	2
gtex_rsid1575.bed	8	13
gtex_rsid1576.bed	8	14
gtex_rsid1577.bed	5	12
gtex_rsid1578.bed	2	2
gtex_rsid1579.bed	6	15
gtex_rsid1580.bed	7	11
gtex_rsid1581.bed	5	6
gtex_rsid1582.bed	6	6
gtex_rsid1583.bed	3	3
gtex_rsid1584.bed	2	2
gtex_rsid1585.bed	11	15
gtex_rsid1586.bed	5	5
gtex_rsid1587.bed	3	3
gtex_rsid1588.bed	2	3
gtex_rsid1589.bed	5	5
gtex_rsid1590.bed	7	11
gtex_rsid1591.bed	3	12
gtex_rsid1592.bed	4	6
gtex_rsid1593.bed	6	21
gtex_rsid1594.bed	10	15
gtex_rsid1595.bed	2	2
gtex_rsid1596.bed	6	16
gtex_rsid1597.bed	4	5
gtex_rsid1598.bed	8	20
gtex_rsid1599.bed	6	12
gtex_rsid1600.bed	5	6
gtex_rsid1601.bed	4	6
gtex_rsid1602.bed	4	7
gtex_rsid1603.bed	3	13
gtex_rsid1604.bed	5	8
gtex_rsid1605.bed	4	8
gtex_rsid1606.bed	3	4
gtex_rsid1607.bed	4	8
gtex_rsid1608.bed	4	6
gtex_rsid1609.bed	1	1
gtex_rsid1610.bed	8	13
gtex_rsid1611.bed	6	12
gtex_rsid1612.bed	9	18
gtex_rsid1613.bed	2	2
gtex_rsid1614.bed	4	5
gtex_rsid1615.bed	9	19
gtex_rsid1616.bed	8	10
gtex_rsid1617.bed	4	7
gtex_rsid1618.bed	6	12
gtex_rsid1619.bed	5	10
gtex_rsid1620.bed	4	8
gtex_rsid1621.bed	6	10
gtex_rsid1622.bed	4	5
gtex_rsid1623.bed	6	7
gtex_rsid1624.bed	4	11
gtex_rsid1625.bed	7	16
gtex_rsid1626.bed	6	14
gtex_rsid1627.bed	2	2
gtex_rsid1628.bed	8	15
gtex_rsid1629.bed	2	2
gtex_rsid1630.bed	4	4
gtex_rsid1631.bed	7	26
gtex_rsid1632.bed	3	3
gtex_rsid1633.bed	3	5
gtex_rsid1634.bed	5	10
gtex_rsid1635.bed	5	11
gtex_rsid1636.bed	6	11
gtex_rsid1637.bed	3	4
gtex_rsid1638.bed	1	6
gtex_rsid1639.bed	6	12
gtex_rsid1640.bed	7	7
gtex_rsid1641.bed	6	9
gtex_rsid1642.bed	1	1
gtex_rsid1643.bed	4	6
gtex_rsid1644.bed	6	14
gtex_rsid1645.bed	6	11
gtex_rsid1646.bed	2	5
gtex_rsid1647.bed	8	15
gtex_rsid1648.bed	3	4
gtex_rsid1649.bed	3	8
gtex_rsid1650.bed	6	9
gtex_rsid1651.bed	5	14
gtex_rsid1652.bed	7	16
gtex_rsid1653.bed	2	3
gtex_rsid1654.bed	4	9
gtex_rsid1655.bed	3	5
gtex_rsid1656.bed	2	3
gtex_rsid1657.bed	5	6
gtex_rsid1658.bed	7	14
gtex_rsid1659.bed	8	17
gtex_rsid1660.bed	9	17
gtex_rsid1661.bed	4	31
gtex_rsid1662.bed	7	14
gtex_rsid1663.bed	6	15
gtex_rsid1664.bed	5	12
gtex_rsid1665.bed	7	8
gtex_rsid1666.bed	5	13
gtex_rsid1667.bed	4	8
gtex_rsid1668.bed	5	14
gtex_rsid1669.bed	3	4
gtex_rsid1670.bed	1	5
gtex_rsid1671.bed	4	13
gtex_rsid1672.bed	6	9
gtex_rsid1673.bed	8	13
gtex_rsid1674.bed	4	4
gtex_rsid1675.bed	5	9
gtex_rsid1676.bed	10	22
gtex_rsid1677.bed	5	13
gtex_rsid1678.bed	5	11
gtex_rsid1679.bed	3	6
gtex_rsid1680.bed	4	12
gtex_rsid1681.bed	5	9
gtex_rsid1682.bed	5	15
gtex_rsid1683.bed	1	2
gtex_rsid1684.bed	10	16
gtex_rsid1685.bed	3	5
gtex_rsid1686.bed	5	6
gtex_rsid1687.bed	6	19
gtex_rsid1688.bed	3	9
gtex_rsid1689.bed	2	2
gtex_rsid1690.bed	3	6
gtex_rsid1691.bed	2	3
gtex_rsid1692.bed	6	13
gtex_rsid1693.bed	5	5
gtex_rsid1694.bed	7	16
gtex_rsid1695.bed	2	2
gtex_rsid1696.bed	7	16
gtex_rsid1697.bed	5	10
gtex_rsid1698.bed	3	3
gtex_rsid1699.bed	4	8
